## FlyBase FBgn-Annotation ID Correspondence Table
## Generated: Wed Apr  1 17:36:04 2020
## Using datasource: dbi:Pg:dbname=fb_2020_02_reporting;host=flysql20;port=5432...

##gene_symbol	organism_abbreviation	primary_FBgn#	secondary_FBgn#(s)	annotation_ID	secondary_annotation_ID(s)
Dpse\GA28657	Dpse	FBgn0250017		GA28657	
Dpse\GA28645	Dpse	FBgn0250005		GA28645	
Dpse\GA18661	Dpse	FBgn0078661		GA18661	
Dpse\GA12152	Dpse	FBgn0072200		GA12152	
Dpse\GA12153	Dpse	FBgn0072201		GA12153	
Dpse\GA28649	Dpse	FBgn0250009		GA28649	
Dpse\GA28650	Dpse	FBgn0250010		GA28650	
Dpse\GA17461	Dpse	FBgn0077472		GA17461	
Dpse\GA18014	Dpse	FBgn0078023		GA18014	
Dpse\GA18085	Dpse	FBgn0078093		GA18085	
Dpse\GA28651	Dpse	FBgn0250011		GA28651	
Dpse\GA28653	Dpse	FBgn0250013		GA28653	
Dpse\GA19171	Dpse	FBgn0079168		GA19171	
Dpse\GA19163	Dpse	FBgn0079160		GA19163	
Dpse\GA14878	Dpse	FBgn0074905		GA14878	
Dpse\GA28654	Dpse	FBgn0250014		GA28654	
Dana\GF27182	Dana	FBgn0274405		GF27182	
Dpse\GA13409	Dpse	FBgn0073446		GA13409	
Dpse\GA11132	Dpse	FBgn0071187		GA11132	
Dpse\GA11958	Dpse	FBgn0072007		GA11958	
Dpse\GA28655	Dpse	FBgn0250015		GA28655	
Dpse\GA15047	Dpse	FBgn0075072		GA15047	
Dpse\GA12030	Dpse	FBgn0072078		GA12030	
Dpse\GA13566	Dpse	FBgn0073602		GA13566	
Dpse\GA13414	Dpse	FBgn0073450		GA13414	
Dpse\GA11700	Dpse	FBgn0071750		GA11700	
Dana\GF27183	Dana	FBgn0274406		GF27183	
Dpse\GA11737	Dpse	FBgn0071786		GA11737	
Dpse\GA12040	Dpse	FBgn0072088		GA12040	
Dpse\GA11753	Dpse	FBgn0071802		GA11753	
Dpse\GA11775	Dpse	FBgn0071824		GA11775	
Dpse\GA12051	Dpse	FBgn0072099		GA12051	
Dpse\GA18313	Dpse	FBgn0078318		GA18313	
Dpse\GA13565	Dpse	FBgn0073601		GA13565	
Dpse\GA17958	Dpse	FBgn0077967		GA17958	
Dpse\GA28659	Dpse	FBgn0250019	FBgn0079839	GA28659	GA19843
Dpse\GA19849	Dpse	FBgn0079845		GA19849	
Dpse\GA19103	Dpse	FBgn0079101		GA19103	
Dpse\GA28660	Dpse	FBgn0250020	FBgn0079103	GA28660	GA19105
Dpse\GA12193	Dpse	FBgn0072240		GA12193	
Dpse\GA12192	Dpse	FBgn0072239		GA12192	
Dpse\GA28663	Dpse	FBgn0250023		GA28663	
Dpse\GA12191	Dpse	FBgn0072238		GA12191	
Dpse\GA19142	Dpse	FBgn0079139		GA19142	
Dpse\GA12186	Dpse	FBgn0072234		GA12186	
Dpse\GA19246	Dpse	FBgn0079243		GA19246	
Dpse\GA28730	Dpse	FBgn0250090		GA28730	
Dpse\GA28731	Dpse	FBgn0250091		GA28731	
Dpse\GA28732	Dpse	FBgn0250092		GA28732	
Dpse\GA16616	Dpse	FBgn0076631		GA16616	
Dpse\GA17464	Dpse	FBgn0077475		GA17464	
Dpse\GA28694	Dpse	FBgn0250054		GA28694	
Dpse\GA28695	Dpse	FBgn0250055		GA28695	
Dpse\GA17335	Dpse	FBgn0077348		GA17335	
Dpse\GA28666	Dpse	FBgn0250026		GA28666	
Dpse\GA19261	Dpse	FBgn0079258		GA19261	
Dpse\GA12185	Dpse	FBgn0072233		GA12185	
Dpse\GA19284	Dpse	FBgn0079281		GA19284	
Dpse\GA19744	Dpse	FBgn0079740		GA19744	
Dpse\GA19866	Dpse	FBgn0079862		GA19866	
Dpse\GA28670	Dpse	FBgn0250030		GA28670	
Dpse\GA17254	Dpse	FBgn0077267		GA17254	
Dpse\GA17148	Dpse	FBgn0077162		GA17148	
Dpse\GA17375	Dpse	FBgn0077388		GA17375	
Dpse\GA28677	Dpse	FBgn0250037		GA28677	
Dpse\GA28678	Dpse	FBgn0250038		GA28678	
Dpse\GA28679	Dpse	FBgn0250039		GA28679	
Dpse\GA28680	Dpse	FBgn0250040		GA28680	
Dpse\GA16638	Dpse	FBgn0076653		GA16638	
Dpse\GA18039	Dpse	FBgn0078047		GA18039	
Dpse\GA28682	Dpse	FBgn0250042		GA28682	
Dpse\GA28684	Dpse	FBgn0250044		GA28684	
Dpse\GA28686	Dpse	FBgn0250046		GA28686	
Dpse\GA28702	Dpse	FBgn0250062		GA28702	
Dpse\GA28703	Dpse	FBgn0250063		GA28703	
Dpse\GA28704	Dpse	FBgn0250064		GA28704	
Dpse\GA28705	Dpse	FBgn0250065		GA28705	
Dpse\GA28708	Dpse	FBgn0250068		GA28708	
Dpse\sisA	Dpse	FBgn0243546	FBgn0074099,FBgn0025657	GA14068	sisA
Dpse\GA28709	Dpse	FBgn0250069		GA28709	
Dpse\GA28713	Dpse	FBgn0250073		GA28713	
Dpse\GA28716	Dpse	FBgn0250076	FBgn0071774,FBgn0071775	GA28716	GA11724,GA11725
Dpse\GA28720	Dpse	FBgn0250080		GA28720	
Dpse\GA28721	Dpse	FBgn0250081		GA28721	
Dpse\GA28722	Dpse	FBgn0250082		GA28722	
Dpse\GA28726	Dpse	FBgn0250086		GA28726	
Dpse\GA10762	Dpse	FBgn0070818		GA10762	
Dpse\GA28738	Dpse	FBgn0250098		GA28738	
Dpse\GA28740	Dpse	FBgn0250100		GA28740	
Dpse\GA28741	Dpse	FBgn0250101		GA28741	
Dpse\GA28745	Dpse	FBgn0250105		GA28745	
Dpse\GA10021	Dpse	FBgn0070080		GA10021	
Dpse\GA20684	Dpse	FBgn0080678		GA20684	
Dpse\GA10016	Dpse	FBgn0070075		GA10016	
Dpse\GA20716	Dpse	FBgn0080707		GA20716	
Dpse\GA28746	Dpse	FBgn0250106		GA28746	
Dpse\GA28747	Dpse	FBgn0250107		GA28747	
Dpse\GA11129	Dpse	FBgn0071184		GA11129	
Dpse\GA28750	Dpse	FBgn0250110		GA28750	
Dpse\GA12578	Dpse	FBgn0072624		GA12578	
Dpse\GA12034	Dpse	FBgn0072082		GA12034	
Dpse\GA12033	Dpse	FBgn0072081		GA12033	
Dpse\GA10061	Dpse	FBgn0070120		GA10061	
Dpse\GA28753	Dpse	FBgn0250113		GA28753	
Dpse\beta3galt6	Dpse	FBgn0085119		GA28758	beta3galt6
Dpse\GA14471	Dpse	FBgn0074499		GA14471	
Dpse\GA14561	Dpse	FBgn0074589		GA14561	
Dpse\GA10519	Dpse	FBgn0070576		GA10519	
Dpse\GA28761	Dpse	FBgn0250120		GA28761	
Dpse\GA10533	Dpse	FBgn0070590		GA10533	
Dpse\GA14473	Dpse	FBgn0074501		GA14473	
Dpse\GA10542	Dpse	FBgn0070599		GA10542	
Dpse\GA14474	Dpse	FBgn0074502		GA14474	
Dpse\GA13564	Dpse	FBgn0073600		GA13564	
Dpse\GA14475	Dpse	FBgn0074503		GA14475	
Dpse\GA22161	Dpse	FBgn0082140		GA22161	
Dpse\GA12035	Dpse	FBgn0072083		GA12035	
Dpse\GA22174	Dpse	FBgn0082153		GA22174	
Dpse\GA22178	Dpse	FBgn0082157		GA22178	
Dpse\GA28787	Dpse	FBgn0250146		GA28787	
Dpse\GA28788	Dpse	FBgn0250147		GA28788	
Dpse\GA28769	Dpse	FBgn0250128		GA28769	
Dpse\GA10090	Dpse	FBgn0070149		GA10090	
Dpse\GA20298	Dpse	FBgn0080293		GA20298	
Dpse\GA20320	Dpse	FBgn0080315		GA20320	
Dpse\GA16429	Dpse	FBgn0076444		GA16429	
Dpse\GA14183	Dpse	FBgn0074212		GA14183	
Dpse\GA20452	Dpse	FBgn0080447		GA20452	
Dpse\GA17053	Dpse	FBgn0077067		GA17053	
Dpse\GA20608	Dpse	FBgn0080602		GA20608	
Dpse\GA14184	Dpse	FBgn0074213		GA14184	
Dpse\GA28770	Dpse	FBgn0250129		GA28770	
Dpse\GA20603	Dpse	FBgn0080597		GA20603	
Dpse\GA28823	Dpse	FBgn0250182		GA28823	
Dpse\GA20617	Dpse	FBgn0080611		GA20617	
Dpse\GA12667	Dpse	FBgn0072713		GA12667	
Dpse\GA20729	Dpse	FBgn0080720		GA20729	
Dpse\GA16495	Dpse	FBgn0076510		GA16495	
Dpse\GA28777	Dpse	FBgn0250136		GA28777	
Dpse\GA28778	Dpse	FBgn0250137		GA28778	
Dpse\GA28779	Dpse	FBgn0250138	FBgn0074782,FBgn0074216	GA28779	GA14755,GA14187
Dpse\GA20382	Dpse	FBgn0080377		GA20382	
Dana\GF27184	Dana	FBgn0274407		GF27184	
Dpse\GA28782	Dpse	FBgn0250141	FBgn0076475,FBgn0076532	GA28782	GA16460,GA16517
Dpse\GA16505	Dpse	FBgn0076520		GA16505	
Dpse\GA20504	Dpse	FBgn0080498		GA20504	
Dpse\GA17296	Dpse	FBgn0077309		GA17296	
Dpse\GA14188	Dpse	FBgn0074217		GA14188	
Dpse\GA14817	Dpse	FBgn0074844		GA14817	
Dpse\GA18225	Dpse	FBgn0078232		GA18225	
Dpse\GA18224	Dpse	FBgn0078231		GA18224	
Dpse\GA14190	Dpse	FBgn0074219		GA14190	
Dpse\GA14191	Dpse	FBgn0074220		GA14191	
Dpse\GA14469	Dpse	FBgn0074497		GA14469	
Dpse\GA12954	Dpse	FBgn0072992		GA12954	
Dpse\GA13629	Dpse	FBgn0073665		GA13629	
Dpse\GA21343	Dpse	FBgn0081331		GA21343	
Dpse\GA13628	Dpse	FBgn0073664		GA13628	
Dpse\GA13627	Dpse	FBgn0073663		GA13627	
Dpse\GA28784	Dpse	FBgn0250143		GA28784	
Dpse\GA18036	Dpse	FBgn0078044		GA18036	
Dpse\GA28794	Dpse	FBgn0250153		GA28794	
Dpse\GA20502	Dpse	FBgn0080496		GA20502	
Dpse\GA16504	Dpse	FBgn0076519		GA16504	
Dpse\GA28798	Dpse	FBgn0250157		GA28798	
Dpse\GA16508	Dpse	FBgn0076523		GA16508	
Dpse\GA15084	Dpse	FBgn0075109		GA15084	
Dpse\GA17762	Dpse	FBgn0077771		GA17762	
Dpse\GA12146	Dpse	FBgn0072194		GA12146	CG13240
Dpse\GA28799	Dpse	FBgn0250158		GA28799	
Dpse\GA28802	Dpse	FBgn0250161		GA28802	
Dpse\GA17788	Dpse	FBgn0077797		GA17788	
Dpse\GA28800	Dpse	FBgn0250159		GA28800	
Dpse\GA18279	Dpse	FBgn0078284		GA18279	
Dpse\GA15544	Dpse	FBgn0075561		GA15544	
Dpse\GA15548	Dpse	FBgn0075565		GA15548	
Dpse\GA28803	Dpse	FBgn0250162		GA28803	
Dpse\GA28805	Dpse	FBgn0250164		GA28805	
Dpse\GA13212	Dpse	FBgn0073249		GA13212	
Dpse\GA28824	Dpse	FBgn0250183		GA28824	
Dpse\GA28791	Dpse	FBgn0250150		GA28791	
Dpse\GA15559	Dpse	FBgn0075576		GA15559	
Dpse\GA15563	Dpse	FBgn0075580		GA15563	
Dpse\GA21339	Dpse	FBgn0081327		GA21339	
Dpse\GA21340	Dpse	FBgn0081328		GA21340	
Dpse\GA16583	Dpse	FBgn0076598		GA16583	
Dpse\GA15021	Dpse	FBgn0075046		GA15021	
Dpse\GA14687	Dpse	FBgn0074714		GA14687	
Dpse\GA28808	Dpse	FBgn0250167	FBgn0073696,FBgn0073697	GA28808	GA13660,GA13661
Dpse\GA28809	Dpse	FBgn0250168		GA28809	
Dpse\GA16328	Dpse	FBgn0076344		GA16328	
Dpse\GA16366	Dpse	FBgn0076381		GA16366	
Dpse\GA15028	Dpse	FBgn0075053		GA15028	
Dpse\GA19052	Dpse	FBgn0079050		GA19052	
Dpse\GA28810	Dpse	FBgn0250169		GA28810	
Dpse\GA19071	Dpse	FBgn0079069		GA19071	
Dpse\GA14162	Dpse	FBgn0074191		GA14162	
Dpse\GA14163	Dpse	FBgn0074192		GA14163	
Dpse\GA28811	Dpse	FBgn0250170		GA28811	
Dpse\GA28812	Dpse	FBgn0250171		GA28812	
Dpse\GA19190	Dpse	FBgn0079187		GA19190	
Dpse\GA19250	Dpse	FBgn0079247		GA19250	
Dpse\GA28814	Dpse	FBgn0250173		GA28814	
Dpse\GA16425	Dpse	FBgn0076440		GA16425	
Dpse\GA16524	Dpse	FBgn0076539		GA16524	
Dpse\GA13663	Dpse	FBgn0073699		GA13663	
Dpse\GA12657	Dpse	FBgn0072703		GA12657	
Dpse\GA28818	Dpse	FBgn0250177		GA28818	
Dpse\GA10478	Dpse	FBgn0070535		GA10478	CG10664
Dpse\GA14138	Dpse	FBgn0074167		GA14138	
Dpse\GA28819	Dpse	FBgn0250178		GA28819	
Dpse\GA28820	Dpse	FBgn0250179		GA28820	
Dpse\GA13239	Dpse	FBgn0073276		GA13239	
Dpse\GA28822	Dpse	FBgn0250181		GA28822	
Dpse\GA28825	Dpse	FBgn0250184		GA28825	
Dpse\GA12665	Dpse	FBgn0072711		GA12665	
Dpse\GA28876	Dpse	FBgn0250235	FBgn0076408	GA28876	GA16393
Dpse\GA12666	Dpse	FBgn0072712		GA12666	
Dpse\GA10518	Dpse	FBgn0070575		GA10518	
Dpse\GA10547	Dpse	FBgn0070604		GA10547	
Dpse\GA10847	Dpse	FBgn0070903		GA10847	
Dpse\GA10523	Dpse	FBgn0070580		GA10523	
Dpse\GA28826	Dpse	FBgn0250185		GA28826	
Dpse\GA28827	Dpse	FBgn0250186		GA28827	
Dpse\GA11215	Dpse	FBgn0071269		GA11215	
Dpse\Gr39b	Dpse	FBgn0076355		GA16339	Gr39b
Dpse\GA14905	Dpse	FBgn0074931		GA14905	
Dpse\GA28828	Dpse	FBgn0250187		GA28828	
Dpse\GA28829	Dpse	FBgn0250188		GA28829	
Dpse\GA21252	Dpse	FBgn0081240		GA21252	
Dpse\GA28830	Dpse	FBgn0250189		GA28830	
Dpse\GA28832	Dpse	FBgn0250191		GA28832	
Dpse\GA12701	Dpse	FBgn0072747		GA12701	
Dpse\GA20200	Dpse	FBgn0080195		GA20200	
Dpse\GA14863	Dpse	FBgn0074890		GA14863	
Dpse\GA28834	Dpse	FBgn0250193		GA28834	
Dpse\GA28835	Dpse	FBgn0250194		GA28835	
Dpse\GA11671	Dpse	FBgn0071721		GA11671	
Dpse\GA28836	Dpse	FBgn0250195		GA28836	
Dpse\GA28837	Dpse	FBgn0250196		GA28837	
Dpse\GA28838	Dpse	FBgn0250197		GA28838	
Dpse\GA28839	Dpse	FBgn0250198		GA28839	
Dpse\GA19750	Dpse	FBgn0079746		GA19750	
Dpse\GA14341	Dpse	FBgn0074369		GA14341	
Dpse\GA16423	Dpse	FBgn0076438		GA16423	
Dpse\GA28840	Dpse	FBgn0250199		GA28840	
Dpse\GA19805	Dpse	FBgn0079801		GA19805	
Dpse\GA16537	Dpse	FBgn0076552		GA16537	
Dpse\GA21256	Dpse	FBgn0081244		GA21256	
CG42239	Dmel	FBgn0250868		CG42239	
Dpse\GA19813	Dpse	FBgn0079809		GA19813	
Dpse\GA22139	Dpse	FBgn0082119		GA22139	
Dpse\GA19810	Dpse	FBgn0079806		GA19810	
Dpse\GA14336	Dpse	FBgn0074364		GA14336	
Dpse\GA19826	Dpse	FBgn0079822		GA19826	
Dpse\GA16431	Dpse	FBgn0076446		GA16431	
Dpse\GA28855	Dpse	FBgn0250214	FBgn0076957	GA28855	GA16943
Dpse\GA13611	Dpse	FBgn0073647		GA13611	
Dpse\GA17666	Dpse	FBgn0077676		GA17666	
Dpse\GA22134	Dpse	FBgn0082114		GA22134	
Dpse\GA10645	Dpse	FBgn0070701		GA10645	
Dpse\GA19832	Dpse	FBgn0079828		GA19832	
Dpse\GA28841	Dpse	FBgn0250200		GA28841	
Dpse\GA14329	Dpse	FBgn0074357		GA14329	
Dpse\GA28843	Dpse	FBgn0250202		GA28843	
Dpse\GA28844	Dpse	FBgn0250203		GA28844	
Dpse\GA28845	Dpse	FBgn0250204		GA28845	
Dpse\GA28848	Dpse	FBgn0250207		GA28848	
Dpse\GA28849	Dpse	FBgn0250208		GA28849	
Dpse\GA20493	Dpse	FBgn0080488		GA20493	
Dpse\GA20265	Dpse	FBgn0080260		GA20265	
Dpse\GA28850	Dpse	FBgn0250209		GA28850	
Dpse\GA20297	Dpse	FBgn0080292		GA20297	
Dpse\GA20313	Dpse	FBgn0080308		GA20313	
Dpse\GA28896	Dpse	FBgn0250255		GA28896	
Dpse\GA28851	Dpse	FBgn0250210		GA28851	
Dpse\GA28852	Dpse	FBgn0250211		GA28852	
Dpse\GA28853	Dpse	FBgn0250212		GA28853	
Dpse\GA15103	Dpse	FBgn0075128		GA15103	
Dpse\GA22152	Dpse	FBgn0082131		GA22152	
Dpse\GA13518	Dpse	FBgn0073554		GA13518	
Dpse\GA10661	Dpse	FBgn0070717		GA10661	
Dpse\GA10659	Dpse	FBgn0070715		GA10659	
Dpse\GA28854	Dpse	FBgn0250213		GA28854	
Dpse\GA14156	Dpse	FBgn0074185		GA14156	
Dpse\GA22135	Dpse	FBgn0082115		GA22135	
Dpse\GA28863	Dpse	FBgn0250222		GA28863	
Dpse\GA13612	Dpse	FBgn0073648		GA13612	
Dpse\GA17996	Dpse	FBgn0078005		GA17996	
Dpse\GA28858	Dpse	FBgn0250217		GA28858	
Dpse\GA17997	Dpse	FBgn0078006		GA17997	
Dpse\GA13606	Dpse	FBgn0073642		GA13606	
Dpse\GA18017	Dpse	FBgn0078026		GA18017	
Dpse\GA11245	Dpse	FBgn0071299		GA11245	
Dpse\GA28862	Dpse	FBgn0250221		GA28862	
Dpse\GA14954	Dpse	FBgn0074980		GA14954	
Dpse\GA16224	Dpse	FBgn0076240		GA16224	
Dpse\GA15905	Dpse	FBgn0075921		GA15905	
Dpse\GA17213	Dpse	FBgn0077227		GA17213	
Dpse\GA28866	Dpse	FBgn0250225		GA28866	
Dpse\GA16139	Dpse	FBgn0076155		GA16139	
Dpse\GA17301	Dpse	FBgn0077314		GA17301	
Dpse\GA22131	Dpse	FBgn0082111		GA22131	
Dpse\GA28905	Dpse	FBgn0250264		GA28905	
Dpse\GA22136	Dpse	FBgn0082116		GA22136	
Dpse\GA11612	Dpse	FBgn0071663		GA11612	
Dpse\GA28883	Dpse	FBgn0250242		GA28883	
Dpse\GA16678	Dpse	FBgn0076693		GA16678	
Dpse\GA28869	Dpse	FBgn0250228		GA28869	
Dpse\GA28870	Dpse	FBgn0250229		GA28870	
Dpse\GA16873	Dpse	FBgn0076887		GA16873	
Dpse\GA14991	Dpse	FBgn0075016		GA14991	
Dpse\GA17502	Dpse	FBgn0077513		GA17502	
Dpse\GA28872	Dpse	FBgn0250231		GA28872	
Dpse\GA28874	Dpse	FBgn0250233	FBgn0076408	GA28874	GA16393
Dpse\GA28875	Dpse	FBgn0250234		GA28875	
Dpse\GA17518	Dpse	FBgn0077529		GA17518	
Dpse\GA21103	Dpse	FBgn0081091		GA21103	
Dpse\GA28877	Dpse	FBgn0250236		GA28877	
Dpse\GA14824	Dpse	FBgn0074851		GA14824	
Dpse\GA12717	Dpse	FBgn0072763		GA12717	
Dpse\GA28878	Dpse	FBgn0250237		GA28878	
Dpse\GA21559	Dpse	FBgn0081545		GA21559	
Dpse\GA16367	Dpse	FBgn0076382		GA16367	
Dpse\GA15597	Dpse	FBgn0075614		GA15597	
Dpse\GA28879	Dpse	FBgn0250238		GA28879	
Dpse\GA28881	Dpse	FBgn0250240	FBgn0077305	GA28881	GA17292
Dpse\GA21396	Dpse	FBgn0081384		GA21396	
Dpse\GA16523	Dpse	FBgn0076538		GA16523	
Dpse\GA14249	Dpse	FBgn0074278		GA14249	
Dpse\GA22062	Dpse	FBgn0082046		GA22062	
Dpse\GA28907	Dpse	FBgn0250266		GA28907	
Dpse\GA14251	Dpse	FBgn0074280		GA14251	
Dpse\GA28910	Dpse	FBgn0250269		GA28910	
Dpse\GA21395	Dpse	FBgn0081383		GA21395	
Dpse\GA21394	Dpse	FBgn0081382		GA21394	
Dpse\GA28882	Dpse	FBgn0250241		GA28882	
Dpse\GA17664	Dpse	FBgn0077675		GA17664	
Dpse\GA12722	Dpse	FBgn0072768		GA12722	
Dpse\GA21379	Dpse	FBgn0081367		GA21379	
Dpse\GA21380	Dpse	FBgn0081368		GA21380	
Dpse\GA28884	Dpse	FBgn0250243	FBgn0076599,FBgn0081337	GA28884	GA16584,GA21349
Dpse\GA28885	Dpse	FBgn0250244		GA28885	
Dpse\GA13705	Dpse	FBgn0073741		GA13705	
Dpse\GA28887	Dpse	FBgn0250246		GA28887	
Dpse\GA17385	Dpse	FBgn0077398		GA17385	
Dpse\GA28920	Dpse	FBgn0250279		GA28920	
Dpse\GA13258	Dpse	FBgn0073295		GA13258	
Dpse\GA19122	Dpse	FBgn0079120		GA19122	
Dpse\GA28889	Dpse	FBgn0250248		GA28889	
Dpse\GA28891	Dpse	FBgn0250250		GA28891	
Dpse\GA28892	Dpse	FBgn0250251		GA28892	
Dpse\GA28893	Dpse	FBgn0250252		GA28893	
Dpse\GA20375	Dpse	FBgn0080370		GA20375	
Dpse\GA20441	Dpse	FBgn0080436		GA20441	
Dpse\GA16333	Dpse	FBgn0076349		GA16333	
Dpse\GA28898	Dpse	FBgn0250257		GA28898	
Dpse\GA28899	Dpse	FBgn0250258		GA28899	
Dpse\GA28900	Dpse	FBgn0250259		GA28900	
Dpse\GA28924	Dpse	FBgn0250283		GA28924	
Dpse\GA21248	Dpse	FBgn0081236		GA21248	
Dpse\GA28902	Dpse	FBgn0250261		GA28902	
Dpse\GA28903	Dpse	FBgn0250262		GA28903	
Dpse\GA14248	Dpse	FBgn0074277		GA14248	
Dpse\GA11613	Dpse	FBgn0071664		GA11613	
Dpse\GA28911	Dpse	FBgn0250270		GA28911	
Dpse\GA28912	Dpse	FBgn0250271		GA28912	
Dpse\GA11531	Dpse	FBgn0071582		GA11531	
Dpse\GA28914	Dpse	FBgn0250273		GA28914	
Dpse\GA28915	Dpse	FBgn0250274		GA28915	
Dpse\GA28919	Dpse	FBgn0250278		GA28919	
Dpse\GA19133	Dpse	FBgn0079130		GA19133	
Dpse\GA19128	Dpse	FBgn0079125		GA19128	
Dpse\GA19119	Dpse	FBgn0079117		GA19119	
Dpse\GA14288	Dpse	FBgn0074316		GA14288	
Dpse\GA18950	Dpse	FBgn0078949		GA18950	
Dpse\GA28922	Dpse	FBgn0250281		GA28922	
Dpse\GA19552	Dpse	FBgn0079548		GA19552	
Dpse\GA11412	Dpse	FBgn0071466		GA11412	
Dpse\GA28925	Dpse	FBgn0250284		GA28925	
Dpse\GA13259	Dpse	FBgn0073296		GA13259	
Dpse\GA16564	Dpse	FBgn0076579		GA16564	
Dpse\GA19158	Dpse	FBgn0079155		GA19158	
Dpse\GA28957	Dpse	FBgn0250315		GA28957	
Dpse\GA28926	Dpse	FBgn0250285		GA28926	
Dpse\GA28927	Dpse	FBgn0250286		GA28927	
Dpse\GA28930	Dpse	FBgn0250289		GA28930	
Dpse\GA18675	Dpse	FBgn0078675		GA18675	
Dpse\GA16446	Dpse	FBgn0076461		GA16446	
Dpse\GA28946	Dpse	FBgn0250304		GA28946	
Dpse\GA19395	Dpse	FBgn0079392		GA19395	
Dpse\GA19403	Dpse	FBgn0079400		GA19403	
Dpse\GA28947	Dpse	FBgn0250305		GA28947	
Dpse\GA11537	Dpse	FBgn0071588		GA11537	
Dpse\GA19416	Dpse	FBgn0079413		GA19416	
Dpse\GA19445	Dpse	FBgn0079441		GA19445	
Dpse\GA13010	Dpse	FBgn0073048		GA13010	
Dpse\GA28948	Dpse	FBgn0250306		GA28948	
Dpse\GA13763	Dpse	FBgn0073799		GA13763	
Dpse\GA28949	Dpse	FBgn0250307	FBgn0079272	GA28949	GA19275
Dpse\GA28951	Dpse	FBgn0250309	FBgn0079272	GA28951	GA19275
Dpse\GA14158	Dpse	FBgn0074187		GA14158	
Dpse\GA17662	Dpse	FBgn0077673		GA17662	
Dpse\GA16369	Dpse	FBgn0076384		GA16369	
Dpse\GA16959	Dpse	FBgn0076973		GA16959	
Dpse\GA28953	Dpse	FBgn0250311		GA28953	
Dpse\GA18641	Dpse	FBgn0078641		GA18641	
Dpse\GA17686	Dpse	FBgn0077696		GA17686	
Dpse\GA17688	Dpse	FBgn0077698		GA17688	
Dpse\GA12718	Dpse	FBgn0072764		GA12718	
Dpse\GA18654	Dpse	FBgn0078654		GA18654	
Dpse\GA28954	Dpse	FBgn0250312		GA28954	
Dpse\GA18687	Dpse	FBgn0078687		GA18687	
Dpse\GA28955	Dpse	FBgn0250313		GA28955	
Dana\GF27185	Dana	FBgn0274408		GF27185	
Dpse\GA28956	Dpse	FBgn0250314		GA28956	
Dpse\GA18716	Dpse	FBgn0078716		GA18716	
Dpse\GA18735	Dpse	FBgn0078735		GA18735	
Dpse\GA18743	Dpse	FBgn0078743		GA18743	
Dpse\GA18882	Dpse	FBgn0078882		GA18882	
Dpse\GA13699	Dpse	FBgn0073735		GA13699	
Dpse\GA18787	Dpse	FBgn0078787		GA18787	
Dpse\GA18894	Dpse	FBgn0078894		GA18894	
Dpse\GA16450	Dpse	FBgn0076465		GA16450	
Dpse\GA28958	Dpse	FBgn0250316		GA28958	
Dpse\GA28959	Dpse	FBgn0250317		GA28959	
Dpse\GA28964	Dpse	FBgn0250322		GA28964	
Dpse\GA28965	Dpse	FBgn0250323		GA28965	
Dpse\GA28966	Dpse	FBgn0250324		GA28966	
Dpse\GA11369	Dpse	FBgn0071423		GA11369	
Dpse\GA13706	Dpse	FBgn0073742		GA13706	
Dpse\GA28973	Dpse	FBgn0250331		GA28973	
Dpse\GA19361	Dpse	FBgn0079358		GA19361	
Dpse\GA11610	Dpse	FBgn0071661		GA11610	CG12400
Dpse\GA21390	Dpse	FBgn0081378		GA21390	
Dpse\GA21389	Dpse	FBgn0081377		GA21389	CG8885
Dpse\GA28975	Dpse	FBgn0250333	FBgn0076385	GA28975	GA16370
Dpse\GA17753	Dpse	FBgn0077762		GA17753	
Dpse\GA17987	Dpse	FBgn0077996		GA17987	
Dpse\GA28976	Dpse	FBgn0250334		GA28976	
Dpse\GA12721	Dpse	FBgn0072767		GA12721	
Dpse\GA28977	Dpse	FBgn0250335		GA28977	
Dpse\GA22085	Dpse	FBgn0082069		GA22085	
Dpse\GA22087	Dpse	FBgn0082071		GA22087	
Dpse\GA28979	Dpse	FBgn0250337		GA28979	
Dpse\GA22101	Dpse	FBgn0082084		GA22101	
Dpse\GA22100	Dpse	FBgn0082083		GA22100	
Dpse\dpp	Dpse	FBgn0018547		GA22099	dpp
Dpse\GA22098	Dpse	FBgn0082082		GA22098	
Dpse\GA28982	Dpse	FBgn0250340		GA28982	
Dpse\GA22097	Dpse	FBgn0082081		GA22097	
Dpse\GA22095	Dpse	FBgn0082079		GA22095	
Dpse\GA28983	Dpse	FBgn0250341		GA28983	
Dpse\GA28984	Dpse	FBgn0250342		GA28984	
Dpse\Or23a	Dpse	FBgn0082078		GA22094	Or23a
Dpse\GA28985	Dpse	FBgn0250343		GA28985	
Dpse\GA28986	Dpse	FBgn0250344		GA28986	
Dpse\Gr23a	Dpse	FBgn0073736		GA13700	Gr23a
Dpse\GA16399	Dpse	FBgn0076414		GA16399	
Dpse\GA16397	Dpse	FBgn0076412		GA16397	
Dpse\GA15506	Dpse	FBgn0075523		GA15506	
Dpse\GA28994	Dpse	FBgn0250352		GA28994	
Dpse\GA28995	Dpse	FBgn0250353		GA28995	
Dpse\GA15480	Dpse	FBgn0075497		GA15480	
Dpse\GA28987	Dpse	FBgn0250345		GA28987	
Dpse\GA13952	Dpse	FBgn0073984		GA13952	
Dpse\GA15483	Dpse	FBgn0075500		GA15483	
